,Assembly,bipar,error,fn,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs_x,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+,Unnamed: 29,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs_y,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp
310,G001822765,10069,1,0.0001,728,701,19,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.93,True,k__Bacteria (UID1453),901,171,117,56.16,0.0,0.0,665768,552,19,31,80817,40263,35040,21458,214595,87651,47.44,1.11,89.06,11,736,61,110,0,0,0,0,,19,19,19,13,5,4,665768,665768,665768,618051,467231,439020,19,214595,665768,47.44,80817,24313,3,7,82.91
311,G001995095,10069,6,0.0006,3562,3483,252,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True,c__Gammaproteobacteria (UID4444),263,506,232,100.0,3.58,23.53,3782189,0,289,289,573653,573653,13087,13087,1127340,1127340,49.1,1.79,86.85,11,3522,0,489,17,0,0,0,,289,20,15,14,12,10,3782189,3664131,3655049,3646834,3623947,3565284,289,1127340,3782189,49.1,573653,237253,3,5,0.0
312,G000153405,10069,0,0.0,2608,2552,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,c__Gammaproteobacteria (UID4442),899,312,185,100.0,0.0,0.0,3052410,0,1,1,3052410,3052410,3052410,3052410,3052410,3052410,38.62,0.0,84.09,11,2586,0,312,0,0,0,0,,1,1,1,1,1,1,3052410,3052410,3052410,3052410,3052410,3052410,1,3052410,3052410,38.62,3052410,3052410,1,1,0.0
313,G001869395,10069,7,0.0007,2062,1998,172,family,0.98,0.95,0.36,0.09,0.19,0.95,0.9,True,o__Lactobacillales (UID374),471,341,187,98.66,0.8,100.0,1891558,0,175,175,42982,42982,10808,10808,110192,110192,37.96,4.06,88.25,11,2066,4,334,3,0,0,0,,175,96,65,47,23,10,1891558,1849898,1774437,1639583,1265633,778045,175,110192,1891558,37.96,42982,16929,14,31,1.06
314,G000219275,10069,2,0.0002,3108,3048,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True,f__Moraxellaceae (UID4680),86,689,365,91.37,6.1,100.0,3184320,4307,1,8,3184320,592434,3184320,397501,3184320,1142324,41.57,0.0,85.77,11,3058,57,614,7,0,11,0,,1,1,1,1,1,1,3184320,3184320,3184320,3184320,3184320,3184320,1,3184320,3184320,41.57,3184320,3184320,1,1,135.26
315,G000398025,10069,1,0.0001,555,527,29,phylum,0.84,0.79,0.08,0.34,1.04,0.71,0.56,True,k__Bacteria (UID203),5449,104,58,58.59,0.0,0.0,553464,3,29,29,51618,51618,19084,19084,70867,70867,39.03,1.92,93.06,11,561,34,70,0,0,0,0,,29,29,19,15,6,5,553464,553464,518894,487092,341960,305169,29,70867,553464,39.03,51618,19742,5,10,0.54
316,G001872265,10069,0,0.0,604,588,48,phylum,0.96,0.93,0.03,0.07,0.16,0.97,0.9,True,k__Bacteria (UID1452),924,161,108,58.95,0.62,33.33,555297,336,48,58,13472,12914,11568,9568,43201,43201,39.51,1.67,92.38,11,616,53,107,0,1,0,0,,48,48,40,25,3,0,555297,555297,524454,431436,109944,0,48,43201,555297,39.51,13472,10336,12,24,60.51
317,G000620645,10069,1,0.0001,4523,4503,17,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True,o__Actinomycetales (UID1697),387,330,193,98.96,0.52,0.0,4560838,1035,17,22,473527,330990,268284,207263,877320,502093,71.71,3.1,92.51,11,4506,2,327,1,0,0,0,,17,17,13,12,12,11,4560838,4560838,4552281,4543025,4543025,4514933,17,877320,4560838,71.71,473527,340932,4,7,22.69
318,G001769835,10069,0,0.0,3497,3402,96,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.94,True,k__Bacteria (UID3187),2258,182,112,90.72,2.01,33.33,3777232,6277,96,235,62815,30697,39346,16046,176145,139863,55.17,0.87,93.17,11,3525,12,167,3,0,0,0,,96,96,95,81,52,25,3777232,3777232,3772489,3672484,3156290,2225927,96,176145,3777232,55.17,62815,32342,20,41,166.18
319,G000220545,10069,1,0.0001,4075,3982,57,kingdom,1.0,0.98,0.0,0.0,0.0,0.94,0.92,True,o__Oceanospirillales (UID4446),43,529,233,99.57,0.79,0.0,4370691,0,58,58,134510,134510,75356,75356,338609,338609,55.89,3.82,91.39,11,4075,1,525,3,0,0,0,,58,56,45,43,36,29,4370691,4369232,4348315,4332426,4214816,3958116,58,338609,4370691,55.89,134510,89928,11,21,0.0
320,G001421015,10069,3,0.0003,4838,4621,2,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.93,True,f__Paenibacillaceae (UID972),41,523,183,99.61,0.94,0.0,5517199,0,2,2,5354277,5354277,2758599,2758599,5354277,5354277,47.22,1.82,82.41,11,4747,3,514,5,1,0,0,,2,2,2,2,2,2,5517199,5517199,5517199,5517199,5517199,5517199,2,5354277,5517199,47.22,5354277,5354277,1,1,0.0
321,G000225525,10069,5,0.0005,7656,7383,516,kingdom,1.0,0.96,0.0,0.0,0.0,0.84,0.81,True,f__Streptomycetaceae (UID2048),60,460,233,100.0,1.7,7.14,8221694,1,525,525,31811,31811,15660,15660,266418,266418,72.46,2.91,86.35,11,7645,0,453,5,1,1,0,,525,457,312,220,94,35,8221694,8188180,7775910,7105030,5008379,3009990,525,266418,8221694,72.46,31811,16729,63,151,0.01
322,G000179395,10069,0,0.0,3187,3117,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.95,True,o__Actinomycetales (UID1809),267,400,222,98.87,0.45,0.0,3433007,0,1,1,3433007,3433007,3433007,3433007,3433007,3433007,67.15,0.0,89.01,11,3175,3,396,1,0,0,0,,1,1,1,1,1,1,3433007,3433007,3433007,3433007,3433007,3433007,1,3433007,3433007,67.15,3433007,3433007,1,1,0.0
323,G000021025,10069,3,0.0003,2995,2938,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True,c__Betaproteobacteria (UID3888),323,386,234,99.57,0.0,0.0,3169329,0,1,1,3169329,3169329,3169329,3169329,3169329,3169329,62.35,0.0,87.09,11,3003,1,385,0,0,0,0,,1,1,1,1,1,1,3169329,3169329,3169329,3169329,3169329,3169329,1,3169329,3169329,62.35,3169329,3169329,1,1,0.0
324,G000970025,10069,2,0.0002,3824,3565,2,kingdom,1.0,0.93,0.0,0.0,0.0,0.97,0.9,True,p__Euryarchaeota (UID49),95,228,153,99.84,0.33,0.0,4574907,0,2,2,4533209,4533209,2287453,2287453,4533209,4533209,39.19,2.37,71.75,11,3834,1,226,1,0,0,0,,2,2,2,2,2,1,4574907,4574907,4574907,4574907,4574907,4533209,2,4533209,4574907,39.19,4533209,4533209,1,1,0.0
325,G000712035,10069,0,0.0,2577,2551,12,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,c__Bacilli (UID285),586,316,174,99.43,1.92,0.0,2554929,850,12,13,424041,424041,212910,196467,679606,585063,49.17,6.78,90.24,11,2571,1,310,5,0,0,0,,12,12,10,10,9,7,2554929,2554929,2552063,2552063,2540892,2456425,12,679606,2554929,49.17,424041,343480,3,4,33.27
326,G002007565,10069,1,0.0001,2395,2265,1,kingdom,1.0,0.95,0.0,0.0,0.0,0.86,0.81,True,c__Alphaproteobacteria (UID3305),564,349,230,100.0,0.0,0.0,2907212,0,1,1,2907212,2907212,2907212,2907212,2907212,2907212,45.65,0.0,81.91,11,2405,0,349,0,0,0,0,,1,1,1,1,1,1,2907212,2907212,2907212,2907212,2907212,2907212,1,2907212,2907212,45.65,2907212,2907212,1,1,0.0
327,G000023065,10069,4,0.0004,3195,3176,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.99,True,c__Gammaproteobacteria (UID4442),899,312,185,100.0,0.54,0.0,3471292,0,1,1,3471292,3471292,3471292,3471292,3471292,3471292,49.03,0.0,89.15,11,3176,0,311,1,0,0,0,,1,1,1,1,1,1,3471292,3471292,3471292,3471292,3471292,3471292,1,3471292,3471292,49.03,3471292,3471292,1,1,0.0
328,G000433035,10069,4,0.0004,1511,1492,22,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,k__Bacteria (UID2328),3167,126,75,98.67,0.11,0.0,1674156,336,22,30,157768,109672,76098,55794,388877,240639,28.42,1.1,90.91,11,1488,1,124,1,0,0,0,,22,20,18,18,14,9,1674156,1672503,1669742,1669742,1599618,1397500,22,388877,1674156,28.42,157768,68608,4,7,20.07
329,G001796315,10069,1,0.0001,1298,1191,46,family,0.9,0.83,0.4,0.02,0.05,0.94,0.78,True,k__Bacteria (UID2982),88,230,148,87.16,0.17,0.0,1418742,986,46,70,50688,33695,30842,20253,115620,78209,49.16,1.55,90.8,11,1295,23,206,1,0,0,0,,46,46,46,35,19,10,1418742,1418742,1418742,1336514,1075195,727621,46,115620,1418742,49.16,50688,28458,10,19,69.5
330,G001787315,10069,2,0.0002,715,689,40,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.94,True,k__Bacteria (UID2495),2993,143,89,58.51,3.37,0.0,610744,3964,40,109,18032,8747,15268,5566,71186,29437,45.65,1.76,89.55,11,717,53,87,3,0,0,0,,40,40,40,23,6,1,610744,610744,610744,484915,228348,71186,40,71186,610744,45.65,18032,12024,10,21,649.04
331,G000024925,10069,2,0.0002,3718,3704,1,kingdom,1.0,1.0,0.0,0.0,0.0,0.98,0.98,True,o__Actinomycetales (UID1572),580,287,173,100.0,0.1,0.0,4253413,0,1,1,4253413,4253413,4253413,4253413,4253413,4253413,71.89,0.0,90.28,11,3717,0,286,1,0,0,0,,1,1,1,1,1,1,4253413,4253413,4253413,4253413,4253413,4253413,1,4253413,4253413,71.89,4253413,4253413,1,1,0.0
332,G000717475,10069,0,0.0,3574,3520,34,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,c__Deltaproteobacteria (UID3217),62,280,168,99.98,0.0,0.0,3923654,32,34,34,269151,269149,115401,115400,570720,570714,58.74,4.74,88.34,11,3513,1,279,0,0,0,0,,34,34,30,27,24,19,3923654,3923654,3915005,3896282,3837879,3675763,34,570720,3923654,58.74,269151,127623,5,11,0.82
333,G001582555,10069,1,0.0001,3066,3018,42,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.95,True,c__Gammaproteobacteria (UID4388),66,444,262,100.0,0.19,0.0,3427391,57,42,46,194356,194356,81604,74507,453278,404958,38.17,3.72,88.1,11,3071,0,443,1,0,0,0,,42,36,27,25,21,18,3427391,3422669,3407836,3394297,3324501,3198028,42,453278,3427391,38.17,194356,145424,6,11,1.66
334,G001983935,10069,7,0.0007,6314,6248,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,k__Bacteria (UID2565),2921,146,90,96.6,1.11,0.0,8920478,0,1,1,8920478,8920478,8920478,8920478,8920478,8920478,55.9,0.0,87.55,11,6661,5,140,1,0,0,0,,1,1,1,1,1,1,8920478,8920478,8920478,8920478,8920478,8920478,1,8920478,8920478,55.9,8920478,8920478,1,1,0.0
335,G001042635,10069,2,0.0002,2552,2524,1,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,f__Bifidobacteriaceae (UID1462),65,476,217,100.0,2.15,0.0,3158347,0,1,1,3158347,3158347,3158347,3158347,3158347,3158347,64.63,0.0,85.36,11,2532,0,471,4,1,0,0,,1,1,1,1,1,1,3158347,3158347,3158347,3158347,3158347,3158347,1,3158347,3158347,64.63,3158347,3158347,1,1,0.0
336,G001816645,10069,0,0.0,958,908,55,kingdom,1.0,0.95,0.0,0.0,0.0,0.9,0.86,True,k__Bacteria (UID1452),924,161,108,57.18,0.0,0.0,882399,6744,55,177,22285,9473,16043,4947,60887,32844,43.65,1.62,85.35,11,970,57,104,0,0,0,0,,55,55,54,31,6,4,882399,882399,877795,712366,321208,231920,55,60887,882399,43.65,22285,10704,12,27,764.28
337,G000990125,10069,1,0.0001,643,637,36,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True,k__Bacteria (UID203),5449,104,58,73.82,0.16,0.0,615433,1215,36,64,24329,15342,17095,9597,50652,40628,32.87,1.43,92.75,11,640,20,83,1,0,0,0,,36,36,36,21,8,1,615433,615433,615433,508983,290769,50652,36,50652,615433,32.87,24329,13518,9,17,197.42
338,G000245075,10069,4,0.0004,4986,4877,152,genus,0.98,0.96,0.12,0.03,0.06,0.98,0.94,True,o__Rhodospirillales (UID3754),63,336,201,100.0,0.08,100.0,5190553,1740,157,244,67683,36293,33060,21265,244277,175166,66.99,4.11,90.17,11,4946,0,335,1,0,0,0,,157,144,122,101,66,30,5190553,5181136,5126723,4981493,4393783,3102092,157,244277,5190553,66.99,67683,34603,22,50,33.52
339,G000724145,10069,0,0.0,1845,1779,160,genus,0.94,0.91,0.35,0.23,0.55,0.95,0.86,True,k__Archaea (UID2),207,145,103,85.11,2.59,75.0,1415322,78,167,170,42554,40701,8474,8324,106373,106373,34.15,2.07,89.74,11,1909,17,124,4,0,0,0,,167,99,48,31,17,8,1415322,1380042,1273929,1160246,922927,596202,167,106373,1415322,34.15,42554,18531,11,24,5.51
340,G000444565,10069,1,0.0001,1924,1861,98,genus,0.9,0.87,0.09,0.2,0.53,0.94,0.82,True,f__Pasteurellaceae (UID4932),83,767,440,82.17,1.78,23.08,1938544,0,98,98,83504,83504,19781,19781,359129,359129,39.75,2.8,87.85,11,1881,144,612,10,1,0,0,,98,97,45,30,21,8,1938544,1937553,1806584,1691030,1551929,1082722,98,359129,1938544,39.75,83504,31641,6,18,0.0
341,G001182045,10069,2,0.0002,2189,2144,6,genus,0.94,0.92,0.02,0.02,0.05,0.96,0.88,True,p__Proteobacteria (UID3887),1487,256,160,98.12,0.0,0.0,2476884,0,7,7,585375,585375,353840,353840,1039148,1039148,56.98,1.33,85.76,11,2175,3,253,0,0,0,0,,7,6,5,5,5,4,2476884,2475916,2471958,2471958,2471958,2439615,7,1039148,2476884,56.98,585375,502990,2,3,0.0
342,G900129805,10069,4,0.0004,2201,2153,96,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True,c__Clostridia (UID1085),35,420,196,99.36,0.04,0.0,2169229,0,96,96,53630,53630,22596,22596,118941,118941,41.97,3.77,89.59,11,2173,2,417,1,0,0,0,,96,96,60,50,31,15,2169229,2169229,2082086,2012889,1697685,1163853,96,118941,2169229,41.97,53630,27928,14,29,0.0
343,G001469845,10069,0,0.0,3812,3788,104,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,o__Sphingomonadales (UID3310),26,569,293,99.48,0.37,0.0,4038999,0,107,107,80460,80460,37747,37747,204404,204404,65.89,2.72,91.05,11,3786,3,564,2,0,0,0,,107,95,78,69,51,28,4038999,4035104,3993209,3926986,3632907,2790176,107,204404,4038999,65.89,80460,47262,17,33,0.0
344,G001803525,10069,2,0.0002,2270,2203,107,class,0.94,0.91,0.09,0.03,0.05,0.98,0.89,True,k__Bacteria (UID3187),2258,188,117,91.4,5.13,16.67,2194295,791,107,126,31257,30514,20507,17408,68716,68716,39.17,1.55,90.51,11,2286,11,171,6,0,0,0,,107,107,106,72,34,6,2194295,2194295,2189523,1962115,1349428,355356,107,68716,2194295,39.17,31257,17854,26,49,36.05
345,G001779145,10069,7,0.0007,881,857,33,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True,k__Bacteria (UID1452),924,151,101,52.06,2.97,0.0,780341,1817,33,65,40391,25045,23646,11977,64009,61757,42.07,1.08,92.36,11,931,57,91,3,0,0,0,,33,33,32,24,12,4,780341,780341,775356,719570,537360,233292,33,64009,780341,42.07,40391,19853,8,15,232.85
346,G000504165,10069,5,0.0005,5356,5272,35,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,o__Bacillales (UID828),139,508,174,99.43,7.63,30.43,5569389,393,37,43,691298,691298,150524,129511,1253160,1253160,40.93,3.06,81.11,11,5303,1,484,23,0,0,0,,37,31,20,18,15,13,5569389,5565208,5542092,5526263,5480158,5411984,37,1253160,5569389,40.93,691298,460298,3,6,7.06
347,G000179775,10069,12,0.0012,3457,3395,55,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.97,True,o__Rhizobiales (UID3447),356,416,249,99.46,0.0,0.0,3731054,0,59,59,498309,498309,63238,63238,971718,971718,56.93,1.84,91.04,11,3480,2,414,0,0,0,0,,59,25,20,19,17,15,3731054,3721194,3710890,3701280,3674354,3601409,59,971718,3731054,56.93,498309,144354,3,7,0.0
348,G000229145,10069,4,0.0004,1819,1792,113,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True,o__Lactobacillales (UID544),293,475,267,99.38,0.37,0.0,1829200,0,115,115,41618,41618,15906,15906,93828,93828,37.0,2.34,86.76,11,1774,7,467,1,0,0,0,,115,87,60,49,26,9,1829200,1815747,1748673,1663787,1295852,647614,115,93828,1829200,37.0,41618,20892,15,30,0.0
349,G001776455,10069,1,0.0001,575,562,44,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True,k__Bacteria (UID1452),924,151,101,48.02,0.0,0.0,498131,158,44,50,12026,10689,11321,9959,38878,35112,38.64,1.6,89.64,11,586,65,86,0,0,0,0,,44,44,44,20,2,0,498131,498131,498131,323482,70431,0,44,38878,498131,38.64,12026,8464,14,26,31.72
350,G001183545,10069,1,0.0001,3790,3775,1,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True,c__Gammaproteobacteria (UID4444),263,507,232,100.0,0.76,20.0,4427922,2019,2,12,4427331,2402236,2213961,368825,4427331,2402236,47.56,0.0,89.48,11,3798,0,502,5,0,0,0,,2,1,1,1,1,1,4427922,4427331,4427331,4427331,4427331,4427331,2,4427331,4427922,47.56,4427331,4427331,1,1,45.6
351,G000429305,10069,3,0.0003,4995,4895,67,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,c__Deltaproteobacteria (UID3217),62,280,168,100.0,0.6,0.0,5767550,7932,69,80,207738,200190,83587,71995,558303,558303,49.16,3.93,87.67,11,5029,0,279,1,0,0,0,,69,69,40,37,31,27,5767550,5767550,5710408,5686476,5594178,5439324,69,558303,5767550,49.16,207738,148576,9,17,137.53
352,G001829155,10069,7,0.0007,2917,2809,151,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.93,True,k__Bacteria (UID2495),2993,143,89,90.38,0.0,0.0,3041875,1188,151,177,26835,25319,20144,17179,106544,106544,36.14,1.82,90.4,11,2898,10,133,0,0,0,0,,151,151,151,106,43,6,3041875,3041875,3041875,2716590,1681634,437400,151,106544,3041875,36.14,26835,16721,37,73,39.05
353,G000751675,10069,3,0.0003,4197,4138,17,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,g__Clostridium (UID1380),44,404,145,98.46,1.55,0.0,4325182,13,17,17,695847,695844,254422,254421,1721326,1721321,32.22,2.77,84.91,11,4132,4,396,4,0,0,0,,17,16,10,9,7,6,4325182,4324249,4314116,4304795,4270491,4241386,17,1721326,4325182,32.22,695847,524454,2,4,0.3
354,G001779925,10069,0,0.0,1133,1103,17,kingdom,1.0,0.97,0.0,0.0,0.0,0.98,0.95,True,k__Bacteria (UID1452),924,160,109,66.51,0.92,0.0,1075229,823,17,33,137912,91380,63248,32557,247030,181857,47.08,2.0,89.52,11,1181,40,119,1,0,0,0,,17,17,17,12,8,6,1075229,1075229,1075229,1035464,973054,879067,17,247030,1075229,47.08,137912,92871,3,5,76.54
355,G001298265,10069,0,0.0,5505,5346,98,genus,0.88,0.86,0.14,0.2,0.47,0.87,0.74,True,o__Rhizobiales (UID3654),92,481,319,99.37,0.63,0.0,5602085,0,98,98,207742,207742,57164,57164,459651,459651,66.24,2.66,88.86,11,5448,2,476,3,0,0,0,,98,85,68,56,39,29,5602085,5593355,5556755,5464982,5157676,4833906,98,459651,5602085,66.24,207742,96232,10,20,0.0
356,G001772535,10069,0,0.0,1116,1081,79,kingdom,1.0,0.97,0.0,0.0,0.0,0.93,0.9,True,k__Bacteria (UID1453),901,171,117,45.87,3.56,10.0,1056791,10889,79,240,19813,13932,13377,4357,68879,59982,36.48,2.12,87.09,11,1087,69,92,10,0,0,0,,79,79,77,29,11,3,1056791,1056791,1047024,717947,429462,174359,79,68879,1056791,36.48,19813,8279,16,38,1030.38
357,G001793865,10069,0,0.0,816,763,25,kingdom,0.98,0.92,0.0,0.0,0.0,0.91,0.84,True,k__Bacteria (UID2495),2993,143,89,73.43,0.56,0.0,729804,822,25,42,71399,44847,29192,17356,170580,86621,47.07,1.13,88.8,11,825,29,113,1,0,0,0,,25,25,25,12,8,6,729804,729804,729804,639833,590287,527220,25,170580,729804,47.07,71399,37837,4,7,112.63
358,G000425585,10069,0,0.0,3983,3926,30,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,p__Bacteroidetes (UID2591),364,301,202,99.01,0.0,0.0,4686152,3145,30,40,299972,217613,156205,117075,538171,385756,48.08,0.89,90.42,11,4004,2,299,0,0,0,0,,30,30,28,26,24,20,4686152,4686152,4683834,4665173,4631808,4473360,30,538171,4686152,48.08,299972,148991,6,12,67.11
359,G001568365,10069,0,0.0,3716,3554,333,kingdom,1.0,0.96,0.0,0.0,0.0,0.95,0.91,True,k__Bacteria (UID2495),2993,140,85,98.82,0.0,0.0,3956122,0,335,335,35824,35824,11809,11809,171834,171834,41.76,3.5,84.52,11,3657,1,139,0,0,0,0,,335,241,130,102,50,15,3956122,3891594,3647121,3450079,2623752,1396516,335,171834,3956122,41.76,35824,18634,29,67,0.0
360,G001751165,10069,0,0.0,2869,2521,567,phylum,0.84,0.73,0.39,0.1,0.23,0.62,0.45,True,k__Bacteria (UID203),5449,103,57,69.3,4.94,4.55,2929617,134,568,571,5371,5350,5157,5130,67001,67001,43.69,2.09,84.94,11,2924,23,60,19,1,0,0,,568,568,172,42,3,1,2929617,2929617,1554429,695426,141991,67001,568,67001,2929617,43.69,5371,3837,155,320,4.57
361,G000230655,10069,1,0.0001,1853,1846,1,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True,k__Bacteria (UID209),5443,101,56,100.0,1.79,100.0,1869644,0,1,1,1869644,1869644,1869644,1869644,1869644,1869644,46.25,0.0,95.0,11,1850,0,100,1,0,0,0,,1,1,1,1,1,1,1869644,1869644,1869644,1869644,1869644,1869644,1,1869644,1869644,46.25,1869644,1869644,1,1,0.0
362,G001617605,10069,2,0.0002,3459,3360,2,family,1.0,0.97,0.03,0.03,0.07,0.98,0.95,True,c__Bacilli (UID259),750,275,151,99.34,0.0,0.0,3420739,0,2,2,3412092,3412092,1710369,1710369,3412092,3412092,37.65,1.69,83.97,11,3454,1,274,0,0,0,0,,2,2,2,1,1,1,3420739,3420739,3420739,3412092,3412092,3412092,2,3412092,3420739,37.65,3412092,3412092,1,1,0.0
363,G000024605,10069,1,0.0001,2199,2177,2,order,0.99,0.98,0.04,0.02,0.05,0.98,0.95,True,p__Firmicutes (UID1022),100,293,157,95.84,0.0,0.0,2157067,0,2,2,2129237,2129237,1078533,1078533,2129237,2129237,59.47,0.9,90.76,11,2215,11,282,0,0,0,0,,2,2,2,2,2,1,2157067,2157067,2157067,2157067,2157067,2129237,2,2129237,2157067,59.47,2129237,2129237,1,1,0.0
364,G000733775,10069,1,0.0001,4076,4026,6,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True,c__Betaproteobacteria (UID3888),323,386,233,99.55,0.43,100.0,4388462,0,6,6,2781477,2781477,731410,731410,2781477,2781477,62.51,1.54,88.29,11,4174,2,383,1,0,0,0,,6,6,6,3,3,2,4388462,4388462,4388462,4366683,4366683,4338791,6,2781477,4388462,62.51,2781477,1557314,1,2,0.0
365,G000477955,10069,0,0.0,2076,2042,3,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,o__Actinomycetales (UID1812),229,453,225,99.67,0.33,100.0,2317860,702,3,6,768618,404380,772620,386193,1144862,585894,55.33,0.99,88.74,11,2079,2,448,3,0,0,0,,3,3,3,3,3,3,2317860,2317860,2317860,2317860,2317860,2317860,3,1144862,2317860,55.33,768618,768618,2,2,30.29
366,G001806105,10069,0,0.0,2082,2012,647,family,0.94,0.91,0.03,0.05,0.11,0.66,0.6,True,f__Paenibacillaceae (UID971),46,481,186,56.21,0.67,0.0,1650543,33438,651,1231,2979,1972,2535,1313,10716,8216,44.23,2.94,81.45,11,2061,176,301,4,0,0,0,,651,619,56,3,0,0,1650543,1622705,368355,30998,0,0,651,10716,1650543,44.23,2979,1949,175,345,2025.88
367,G001918525,10069,1,0.0001,695,663,65,phylum,0.92,0.88,0.17,0.06,0.14,0.68,0.6,True,k__Bacteria (UID203),5449,104,58,29.47,0.0,0.0,694682,1606,65,82,10842,9862,10687,8452,21560,19734,69.85,1.29,94.59,11,705,81,23,0,0,0,0,,65,65,63,31,0,0,694682,694682,688534,400351,0,0,65,21560,694682,69.85,10842,9518,27,44,231.18
368,G001822655,10069,3,0.0003,949,872,57,kingdom,1.0,0.92,0.0,0.0,0.0,0.95,0.87,True,k__Bacteria (UID203),5449,104,58,70.19,1.72,0.0,923489,3641,57,126,19310,12653,16201,7300,72129,32969,45.02,1.14,82.67,11,978,25,78,1,0,0,0,,57,57,57,38,6,1,923489,923489,923489,783630,251054,72129,57,72129,923489,45.02,19310,12328,16,31,394.27
369,G000178835,10069,2,0.0002,4325,4259,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,o__Clostridiales (UID1212),172,263,149,97.99,3.36,0.0,4714237,0,1,1,4714237,4714237,4714237,4714237,4714237,4714237,34.32,0.0,85.64,11,4258,3,255,5,0,0,0,,1,1,1,1,1,1,4714237,4714237,4714237,4714237,4714237,4714237,1,4714237,4714237,34.32,4714237,4714237,1,1,0.0
370,G000511875,10069,0,0.0,2325,2321,4,kingdom,1.0,1.0,0.0,0.0,0.0,0.99,0.99,True,c__Gammaproteobacteria (UID4443),356,451,270,99.07,0.37,33.33,2605026,364,4,11,1787856,584605,651256,236787,1787856,1098525,50.03,0.28,90.32,11,2333,3,447,0,1,0,0,,4,4,4,3,3,3,2605026,2605026,2605026,2599550,2599550,2599550,4,1787856,2605026,50.03,1787856,509245,1,2,13.97
371,G000740805,10069,1,0.0001,2099,2034,201,order,0.91,0.88,0.18,0.03,0.06,0.92,0.81,True,p__Firmicutes (UID1022),100,295,158,66.07,1.27,100.0,1858061,0,202,202,26163,26163,9198,9198,100113,100113,43.05,3.3,84.02,11,2137,103,188,4,0,0,0,,202,202,75,46,23,5,1858061,1858061,1577886,1363530,974546,392428,202,100113,1858061,43.05,26163,9105,22,50,0.0
372,G000338775,10069,1,0.0001,2323,2278,1,kingdom,1.0,0.98,0.0,0.0,0.0,0.99,0.97,True,c__Thermoprotei (UID147),54,217,168,99.29,0.0,0.0,2223983,0,1,1,2223983,2223983,2223983,2223983,2223983,2223983,36.71,0.0,87.62,11,2351,2,215,0,0,0,0,,1,1,1,1,1,1,2223983,2223983,2223983,2223983,2223983,2223983,1,2223983,2223983,36.71,2223983,2223983,1,1,0.0
